Flokkun,id,N,Artal,skipting,stod,Nu
Syllis cornuta,C4A,1,2015,4,C4,4
Terebellidae sp,B8B,1,2015,4,B8,4
Terebellidae sp,E3B,1,2015,4,E3,4
Terebellidae sp,E4B,1,2015,4,E4,4
Terebellidae sp,E4C,1,2015,4,E4,4
Terebellidae juv,B5B,2,2015,4,B5,8
Tubificoides benedict,C4A,2,2015,4,C4,8
Tubificoides benedict,C4B,1,2015,4,C4,4
Tubificoides kozloffi,C4A,2,2015,4,C4,8
Tubificoides kozloffi,C4C,1,2015,4,C4,4
Tubificoides kozloffi,E4B,1,2015,4,E4,4
Abra nitida,A7B,3,2017,4,A7,12
Abra nitida,A7C,5,2017,4,A7,20
Abra nitida,B5A,3,2017,4,B5,12
Abra nitida,B5B,10,2017,4,B5,40
Abra nitida,B5C,5,2017,4,B5,20
Abra nitida,B8A,9,2017,4,B8,36
Abra nitida,B8B,3,2017,4,B8,12
Abra nitida,B8C,5,2017,4,B8,20
Abra nitida,C4A,3,2017,4,C4,12
Abra nitida,C4B,2,2017,4,C4,8
Abra nitida,C4C,3,2017,4,C4,12
Abra nitida,E4A,1,2017,4,E4,4
Abra nitida,E4B,5,2017,4,E4,20
Abra nitida,E4C,4,2017,4,E4,16
Acanthocardia echinata,B5C,1,2017,1,B5,1
Ampharete sp,B8B,1,2017,4,B8,4
Amphipoda sp,B8A,3,2017,4,B8,12
Amphipoda sp,C4A,1,2017,4,C4,4
Amphipoda sp,E3A,1,2017,4,E3,4
Amphipoda sp,E3B,1,2017,4,E3,4
Amphipoda sp,E4A,1,2017,1,E4,1
Amphipoda sp,E4A,1,2017,4,E4,4
Amphipoda sp,E4B,1,2017,4,E4,4
Ampharetidae,E3C,1,2017,4,E3,4
Ampharetidae,E4C,1,2017,4,E4,4
Ampharete acutifrons,E4A,1,2017,4,E4,4
Amphitrite cirrata,E3C,1,2017,1,E3,1
Apistobranchus tullbergi,B8A,1,2017,4,B8,4
Apistobranchus tullbergi,E3A,1,2017,4,E3,4
Apistobranchus tullbergi,E3C,1,2017,4,E3,4
Arctica islandica,A7C,1,2017,4,A7,4
Arctica islandica,B5B,1,2017,4,B5,4
Arctica islandica,B8A,2,2017,4,B8,8
Arctica islandica,B8B,2,2017,4,B8,8
Arctica islandica,B8C,1,2017,4,B8,4
Arctica islandica,E3C,1,2017,4,E3,4
Arctica islandica,E4A,1,2017,4,E4,4
Arctica islandica,E4B,2,2017,4,E4,8
Arctica islandica,E4C,3,2017,4,E4,12
Arenicola marina ungviði,C4C,1,2017,4,C4,4
Aricidea suecica,A7B,1,2017,4,A7,4
Aricidea suecica,A7C,2,2017,4,A7,8
Aricidea suecica,B5A,1,2017,4,B5,4
Aricidea suecica,B5B,2,2017,4,B5,8
Aricidea suecica,B5C,2,2017,4,B5,8
Aricidea suecica,C4A,1,2017,4,C4,4
Aricidea suecica,E3C,1,2017,4,E3,4
Aricidea suecica,E4A,1,2017,4,E4,4
Aricidea suecica,E4B,1,2017,4,E4,4
Aricidea suecica,E4C,1,2017,4,E4,4
Asteroidea,E4A,1,2017,4,E4,4
Balanus,E4A,4,2017,1,E4,4
Balanus nýsestir,E4A,180,2017,1,E4,180
Buccinum undatum,E3A,1,2017,1,E3,1
Buccinum undatum,E4A,1,2017,1,E4,1
Cardidae juv,A7C,2,2017,4,A7,8
Cardidae juv,B5A,1,2017,4,B5,4
Cardidae juv,B5B,1,2017,4,B5,4
Cardidae juv,B5C,1,2017,4,B5,4
Cardidae juv,B8B,3,2017,4,B8,12
Cardidae juv,E4C,1,2017,4,E4,4
Caprellidae,E3A,1,2017,4,E3,4
Cerastoderma ovale,E4A,4,2017,4,E4,16
Chaetozone setosa,A7C,7,2017,4,A7,28
Chaetozone setosa,B5A,3,2017,4,B5,12
Chaetozone setosa,B5B,1,2017,4,B5,4
Chaetozone setosa,B5C,2,2017,4,B5,8
Chaetozone setosa,B8A,2,2017,4,B8,8
Chaetozone setosa,B8B,1,2017,4,B8,4
Chaetozone setosa,B8C,2,2017,4,B8,8
Chaetozone setosa,C4A,7,2017,4,C4,28
Chaetozone setosa,C4B,3,2017,4,C4,12
Chaetozone setosa,C4C,14,2017,4,C4,56
Chaetozone setosa,E3A,1,2017,4,E3,4
Chaetozone setosa,E3B,4,2017,4,E3,16
Chaetozone setosa,E3C,1,2017,4,E3,4
Chaetozone setosa,E4A,1,2017,4,E4,4
Chaetozone setosa,E4B,1,2017,4,E4,4
Cirratulus cirratus,E3C,1,2017,4,E3,4
Corophium bonnellii,A7B,1,2017,4,A7,4
Corophium bonnellii,A7C,1,2017,4,A7,4
Corophium bonnellii,B8C,1,2017,4,B8,4
Corophium bonnellii,E3B,7,2017,4,E3,28
Corophium bonnellii,E3C,1,2017,4,E3,4
Corophium bonnellii,E4A,14,2017,4,E4,56
Corophium bonnellii,E4B,6,2017,4,E4,24
Corophium bonnellii,E4C,5,2017,4,E4,20
Cossura longocirrata,A7C,1,2017,4,A7,4
Cossura longocirrata,B5A,2,2017,4,B5,8
Cossura longocirrata,B5C,2,2017,4,B5,8
Cossura longocirrata,B8A,2,2017,4,B8,8
Cossura longocirrata,B8C,1,2017,4,B8,4
Cossura longocirrata,E3B,1,2017,4,E3,4
Cossura pygodactylata,B5B,2,2017,4,B5,8
Cossura pygodactylata,E4A,6,2017,4,E4,24
Cumacea sp,E4C,1,2017,4,E4,4
Cycloterus lumpus,E3A,1,2017,4,E3,4
Dexamine thea,E3C,1,2017,4,E3,4
Ennucula tenuis,B5B,1,2017,4,B5,4
Ennucula tenuis,C4C,1,2017,4,C4,4
Eteone longa ,A7C,2,2017,4,A7,8
Eteone longa ,B5A,2,2017,4,B5,8
Eteone longa ,B5B,1,2017,4,B5,4
Eteone longa ,C4A,3,2017,4,C4,12
Eteone longa ,C4B,3,2017,4,C4,12
Eteone longa ,E3B,1,2017,1,E3,1
Eteone longa ,E3B,1,2017,4,E3,4
Eteone longa ,E3C,1,2017,4,E3,4
Eteone longa ,E4A,3,2017,4,E4,12
Eteone longa ,E4B,1,2017,1,E4,1
Eteone longa ,E4B,3,2017,4,E4,12
Eteone longa ,E4C,2,2017,4,E4,8
Euchone sp.,E3C,1,2017,4,E3,4
Flabelligera affinis,E3B,1,2017,4,E3,4
Galathowenia oculata,E4A,1,2017,4,E4,4
Gastropoda ungv,B8B,1,2017,4,B8,4
Gastropoda ungv,E4B,1,2017,4,E4,4
Gibbula tumida,E3A,1,2017,1,E3,1
Harmothoe sp,A7B,1,2017,4,A7,4
Harmothoe sp,A7C,1,2017,4,A7,4
Harmothoe sp,C4A,1,2017,4,C4,4
Harmothoe sp,E3A,2,2017,1,E3,2
Harmothoe sp,E3A,2,2017,4,E3,8
Harmothoe sp,E3B,2,2017,4,E3,8
Harmothoe sp,E3C,2,2017,4,E3,8
Harmothoe sp,E4A,1,2017,4,E4,4
Harmothoe sp,E4B,3,2017,4,E4,12
Harpacticoida sp.,B5C,1,2017,4,B5,4
Harpacticoida sp.,E4C,4,2017,4,E4,16
Heteromastus filiformis,E3B,1,2017,4,E3,4
Hiatella arctica,E3A,1,2017,1,E3,1
Hiatella arctica,E3A,1,2017,4,E3,4
Hiatella arctica,E4A,1,2017,4,E4,4
Hiatella arctica,E4B,1,2017,4,E4,4
Hiatella arctica,E4C,2,2017,4,E4,8
Hydrozoa,A7B,4,2017,4,A7,16
Hydrozoa,A7C,1,2017,4,A7,4
Hydrozoa,B5A,1,2017,4,B5,4
Hydrozoa,B8A,1,2017,4,B8,4
Hydrozoa,B8B,3,2017,4,B8,12
Hydrozoa,B8C,5,2017,4,B8,20
Hydrozoa,E4C,1,2017,4,E4,4
Lanassa venusta,B5B,2,2017,4,B5,8
Lanassa venusta,E3B,1,2017,4,E3,4
Lanassa venusta,E3C,4,2017,4,E3,16
Lanassa venusta,E4A,1,2017,4,E4,4
Macoma calcarea,A7B,1,2017,1,A7,1
Macoma calcarea,A7B,4,2017,4,A7,16
Macoma calcarea,A7C,2,2017,1,A7,2
Macoma calcarea,A7C,1,2017,4,A7,4
Macoma calcarea,B5A,11,2017,1,B5,11
Macoma calcarea,B5A,4,2017,4,B5,16
Macoma calcarea,B5B,6,2017,1,B5,6
Macoma calcarea,B5B,14,2017,4,B5,56
Macoma calcarea,B5C,24,2017,1,B5,24
Macoma calcarea,B5C,2,2017,4,B5,8
Macoma calcarea,B8A,14,2017,4,B8,56
Macoma calcarea,B8B,5,2017,4,B8,20
Macoma calcarea,B8C,12,2017,4,B8,48
Macoma calcarea,C4A,2,2017,1,C4,2
Macoma calcarea,C4A,10,2017,4,C4,40
Macoma calcarea,C4B,12,2017,4,C4,48
Macoma calcarea,C4C,11,2017,4,C4,44
Macoma calcarea,E3A,1,2017,1,E3,1
Macoma calcarea,E3A,5,2017,4,E3,20
Macoma calcarea,E3B,2,2017,4,E3,8
Macoma calcarea,E3C,1,2017,4,E3,4
Macoma calcarea,E4A,2,2017,1,E4,2
Macoma calcarea,E4A,7,2017,4,E4,28
Macoma calcarea,E4B,1,2017,1,E4,1
Macoma calcarea,E4B,5,2017,4,E4,20
Macoma calcarea,E4C,5,2017,4,E4,20
Maldanidae sp,E4A,1,2017,1,E4,1
Margarites groenlandicus,E3B,1,2017,4,E3,4
Mediomastus filiformis kemur líka Heteromastus filiformis,E3A,1,2017,4,E3,4
Mediomastus fragilis,A7B,4,2017,4,A7,16
Mediomastus fragilis,A7C,4,2017,4,A7,16
Mediomastus fragilis,B5A,3,2017,4,B5,12
Mediomastus fragilis,B5B,4,2017,4,B5,16
Mediomastus fragilis,B5C,9,2017,4,B5,36
Mediomastus fragilis,B8A,5,2017,4,B8,20
Mediomastus fragilis,B8B,6,2017,4,B8,24
Mediomastus fragilis,B8C,5,2017,4,B8,20
Mediomastus fragilis,C4A,5,2017,4,C4,20
Mediomastus fragilis,C4B,5,2017,4,C4,20
Mediomastus fragilis,C4C,3,2017,4,C4,12
Mediomastus fragilis,E3A,3,2017,4,E3,12
Mediomastus fragilis,E3B,2,2017,4,E3,8
Mediomastus fragilis,E3C,4,2017,4,E3,16
Mediomastus fragilis,E4A,10,2017,4,E4,40
Mediomastus fragilis,E4B,6,2017,4,E4,24
Mediomastus fragilis,E4C,4,2017,4,E4,16
Microphthalmus aberrans,A7C,4,2017,4,A7,16
Microphthalmus aberrans,B5A,1,2017,4,B5,4
Microphthalmus aberrans,B8A,1,2017,4,B8,4
Microphthalmus aberrans,C4A,1,2017,4,C4,4
Microphthalmus aberrans,C4B,3,2017,4,C4,12
Microphthalmus aberrans,C4C,1,2017,4,C4,4
Microphthalmus aberrans,E4A,2,2017,4,E4,8
Microphthalmus aberrans,E4B,3,2017,4,E4,12
Musculus,E3B,1,2017,4,E3,4
Mya sp.,B8C,4,2017,4,B8,16
Mya juv,B8B,3,2017,4,B8,12
Mya juv,C4B,1,2017,4,C4,4
Mya juv,E3C,1,2017,4,E3,4
Mya arenaria,B8A,1,2017,4,B8,4
Mya arenaria,C4A,1,2017,4,C4,4
Mya arenaria,E3A,2,2017,4,E3,8
Mya arenaria,E4A,2,2017,4,E4,8
Mya arenaria,E4B,1,2017,1,E4,1
Mya arenaria,E4B,7,2017,4,E4,28
Mya arenaria,E4C,5,2017,4,E4,20
Mytilidae,B8B,2,2017,4,B8,8
Mytilidae juv,C4C,1,2017,4,C4,4
Mytilidae juv,E4B,2,2017,4,E4,8
Mytilidae juv,E4C,1,2017,4,E4,4
Naticidae,E4C,1,2017,4,E4,4
Nemertea=nemertina,A7B,1,2017,4,A7,4
Nemertea=nemertina,A7C,1,2017,4,A7,4
Nemertea=nemertina,B8B,1,2017,4,B8,4
Nemertea=nemertina,C4A,2,2017,4,C4,8
Nemertea=nemertina,E3B,2,2017,4,E3,8
Nemertea=nemertina,E3C,1,2017,4,E3,4
Nemertea=nemertina,E4A,1,2017,4,E4,4
Nemertea=nemertina,E4C,2,2017,4,E4,8
Nematoda,B5A,2,2017,4,B5,8
Nematoda,B5C,3,2017,4,B5,12
Nematoda,C4A,8,2017,4,C4,32
Nematoda,C4B,14,2017,4,C4,56
Nematoda,C4C,12,2017,4,C4,48
Nematoda,E4C,2,2017,4,E4,8
Nepthys,B5C,1,2017,1,B5,1
Nepthys,C4A,1,2017,1,C4,1
Nepthys,C4C,1,2017,1,C4,1
Nepthys,E3A,2,2017,1,E3,2
Nepthys,E3B,1,2017,1,E3,1
Nepthys,E3C,1,2017,1,E3,1
Nepthys,E4A,1,2017,1,E4,1
Nepthys,E4B,1,2017,1,E4,1
Notomastus latericeus ,B5A,1,2017,4,B5,4
Nicolea zostericola,E3B,1,2017,4,E3,4
Nuculana tenuis,E3C,1,2017,4,E3,4
Nudibranch,E3B,2,2017,4,E3,8
Oligochaeta sp.,C4A,6,2017,4,C4,24
Oligochaeta sp.,C4C,1,2017,4,C4,4
Oligochaeta sp.,E3B,3,2017,4,E3,12
Oligochaeta sp.,E3C,4,2017,4,E3,16
Oligochaeta sp.,E4A,26,2017,4,E4,104
Onoba aculeus,A7B,1,2017,4,A7,4
Onoba striata,E3A,1,2017,4,E3,4
Ophelina acuminata,A7B,1,2017,1,A7,1
Ophelina acuminata,A7B,1,2017,4,A7,4
Ophelina acuminata,A7C,2,2017,4,A7,8
Ophelina acuminata,B5A,1,2017,1,B5,1
Ophelina acuminata,B5A,4,2017,4,B5,16
Ophelina acuminata,B5B,3,2017,4,B5,12
Ophelina acuminata,B5C,5,2017,4,B5,20
Ophelina acuminata,B8A,2,2017,4,B8,8
Ophelina acuminata,B8B,2,2017,1,B8,2
Ophelina acuminata,B8C,3,2017,1,B8,3
Ophelina acuminata,B8C,5,2017,4,B8,20
Ophelina acuminata,C4A,21,2017,4,C4,84
Ophelina acuminata,C4B,20,2017,4,C4,80
Ophelina acuminata,C4C,7,2017,4,C4,28
Ophelina acuminata,E3B,1,2017,4,E3,4
Ophelina acuminata,E4A,7,2017,4,E4,28
Ophelina acuminata,E4B,9,2017,4,E4,36
Ophelina acuminata,E4C,6,2017,4,E4,24
Opistobranchia sp.,B8C,1,2017,4,B8,4
Pectinaria granulata,E3C,1,2017,1,E3,1
Pectinaria granulata,E3C,1,2017,4,E3,4
Pectinaria koreni,B5A,1,2017,4,B5,4
Pectinaria koreni,B5C,1,2017,4,B5,4
Pectinaria koreni,C4A,1,2017,1,C4,1
Pectinaria koreni,C4B,1,2017,1,C4,1
Pectinaria koreni,C4B,1,2017,4,C4,4
Pectinaria koreni,C4C,1,2017,4,C4,4
Pherusa plumosa,E3C,1,2017,4,E3,4
Pholoe sp,E4A,1,2017,4,E4,4
Phyllodoce maculata,E4A,6,2017,4,E4,24
Phyllodoce maculata,E4B,1,2017,1,E4,1
Phyllodoce maculata,E4B,2,2017,4,E4,8
Phyllodoce maculata,E4C,1,2017,1,E4,1
Phyllodoce maculata,E4C,4,2017,4,E4,16
Plerugonium spinosissum,E4C,1,2017,4,E4,4
Polydora sp.,A7B,1,2017,4,A7,4
Polydora sp.,B5B,2,2017,4,B5,8
Polydora sp.,B8A,4,2017,4,B8,16
Polydora sp.,B8C,1,2017,4,B8,4
Polydora sp.,C4A,2,2017,4,C4,8
Polydora sp.,C4B,1,2017,1,C4,1
Polydora sp.,C4B,1,2017,4,C4,4
Polydora sp.,E3A,2,2017,1,E3,2
Polydora sp.,E3B,1,2017,1,E3,1
Polydora sp.,E3B,9,2017,4,E3,36
Polydora sp.,E3C,1,2017,1,E3,1
Polydora sp.,E3C,7,2017,4,E3,28
Polydora sp.,E4A,6,2017,1,E4,6
Polydora sp.,E4A,53,2017,4,E4,212
Polydora sp.,E4B,2,2017,1,E4,2
Polydora sp.,E4B,250,2017,4,E4,1000
Polydora sp.,E4C,6,2017,1,E4,6
Polydora sp.,E4C,22,2017,4,E4,88
Praxillella praetermissa,A7B,3,2017,1,A7,3
Praxillella praetermissa,A7B,5,2017,4,A7,20
Praxillella praetermissa,A7C,2,2017,4,A7,8
Praxillella praetermissa,B5A,4,2017,1,B5,4
Praxillella praetermissa,B5A,1,2017,4,B5,4
Praxillella praetermissa,B5B,2,2017,1,B5,2
Praxillella praetermissa,B5B,3,2017,4,B5,12
Praxillella praetermissa,B5C,3,2017,4,B5,12
Praxillella praetermissa,B8A,1,2017,1,B8,1
Praxillella praetermissa,B8A,2,2017,4,B8,8
Praxillella praetermissa,B8B,4,2017,1,B8,4
Praxillella praetermissa,B8B,2,2017,4,B8,8
Praxillella praetermissa,B8C,2,2017,1,B8,2
Praxillella praetermissa,B8C,1,2017,4,B8,4
Praxillella praetermissa,E3A,2,2017,4,E3,8
Praxillella praetermissa,E3C,9,2017,4,E3,36
Praxillella praetermissa,E4A,1,2017,1,E4,1
Praxillella praetermissa,E4A,7,2017,4,E4,28
Praxillella praetermissa,E4B,3,2017,4,E4,12
Praxillella praetermissa,E4C,1,2017,4,E4,4
Priapulus candatus,A7C,1,2017,4,A7,4
Priapulus candatus,B5A,1,2017,4,B5,4
Priapulus candatus,B8A,1,2017,4,B8,4
Priapulus candatus,C4B,2,2017,4,C4,8
Priapulus candatus,C4C,1,2017,4,C4,4
Priapulus candatus,E4B,1,2017,4,E4,4
Protomedeia fasciata,C4C,1,2017,4,C4,4
Protomedeia fasciata,E3B,1,2017,4,E3,4
Protomedeia fasciata,E4A,10,2017,4,E4,40
Protomedeia fasciata,E4B,6,2017,4,E4,24
Protomedeia fasciata,E4C,12,2017,4,E4,48
Pycnogonida sp,B5B,1,2017,4,B5,4
Pygospio elegans,E4C,3,2017,4,E4,12
Sabellida sp,E3B,1,2017,4,E3,4
Scalibregma inflatum,A7B,3,2017,1,A7,3
Scalibregma inflatum,A7B,26,2017,4,A7,104
Scalibregma inflatum,A7C,5,2017,1,A7,5
Scalibregma inflatum,A7C,16,2017,4,A7,64
Scalibregma inflatum,B5A,3,2017,4,B5,12
Scalibregma inflatum,B5B,3,2017,1,B5,3
Scalibregma inflatum,B8A,1,2017,1,B8,1
Scalibregma inflatum,B8A,31,2017,4,B8,124
Scalibregma inflatum,B8B,6,2017,1,B8,6
Scalibregma inflatum,B8B,15,2017,4,B8,60
Scalibregma inflatum,B8C,6,2017,1,B8,6
Scalibregma inflatum,B8C,16,2017,4,B8,64
Scalibregma inflatum,C4A,3,2017,4,C4,12
Scalibregma inflatum,C4B,4,2017,1,C4,4
Scalibregma inflatum,C4B,3,2017,4,C4,12
Scalibregma inflatum,C4C,2,2017,4,C4,8
Scalibregma inflatum,E3B,3,2017,4,E3,12
Scalibregma inflatum,E3C,4,2017,4,E3,16
Scalibregma inflatum,E4A,1,2017,1,E4,1
Scalibregma inflatum,E4B,3,2017,1,E4,3
Scalibregma inflatum,E4C,2,2017,4,E4,8
Scoloplos armiger,A7B,6,2017,4,A7,24
Scoloplos armiger,A7C,6,2017,4,A7,24
Scoloplos armiger,B5A,5,2017,4,B5,20
Scoloplos armiger,B5B,2,2017,1,B5,2
Scoloplos armiger,B5B,2,2017,4,B5,8
Scoloplos armiger,B5C,12,2017,4,B5,48
Scoloplos armiger,B8A,4,2017,4,B8,16
Scoloplos armiger,B8B,3,2017,4,B8,12
Scoloplos armiger,B8C,3,2017,4,B8,12
Scoloplos armiger,C4A,9,2017,4,C4,36
Scoloplos armiger,C4B,1,2017,1,C4,1
Scoloplos armiger,C4B,7,2017,4,C4,28
Scoloplos armiger,C4C,5,2017,4,C4,20
Scoloplos armiger,E3A,1,2017,1,E3,1
Scoloplos armiger,E3A,3,2017,4,E3,12
Scoloplos armiger,E3B,7,2017,4,E3,28
Scoloplos armiger,E3C,7,2017,4,E3,28
Scoloplos armiger,E4A,15,2017,4,E4,60
Scoloplos armiger,E4B,6,2017,4,E4,24
Scoloplos armiger,E4C,4,2017,4,E4,16
Serripes groenlandica,B5B,1,2017,4,B5,4
Sipunculidea/Sipunculidae,B5C,2,2017,4,B5,8
Sphaerosyllis erinaceus,E3C,2,2017,4,E3,8
Sphaerosyllis erinaceus,E4A,2,2017,4,E4,8
Spionidae sp.,A7B,1,2017,4,A7,4
Spionidae sp.,A7C,1,2017,4,A7,4
Spionidae sp.,B5B,1,2017,1,B5,1
Spionidae sp.,B5C,1,2017,4,B5,4
Spionidae sp.,C4A,2,2017,4,C4,8
Spionidae sp.,C4C,1,2017,4,C4,4
Spionidae sp.,E3B,3,2017,4,E3,12
Spionidae sp.,E3C,1,2017,4,E3,4
Spionidae sp.,E4A,10,2017,4,E4,40
Spionidae sp.,E4B,1,2017,1,E4,1
Spionidae sp.,E4B,7,2017,4,E4,28
Spionidae sp.,E4C,3,2017,4,E4,12
Syllis cornuta,C4C,1,2017,4,C4,4
Thyasira flexuosa,A7B,1,2017,4,A7,4
Thyasira flexuosa,B5A,4,2017,4,B5,16
Thyasira flexuosa,B5B,1,2017,4,B5,4
Thyasira flexuosa,E3B,2,2017,4,E3,8
Thyasira flexuosa,E4B,2,2017,4,E4,8
Terebellidae sp,E3B,1,2017,1,E3,1
Terebellidae juv,B5C,1,2017,4,B5,4
Terebellides benedi,B5A,2,2017,4,B5,8
Terebellides benedi,B5B,1,2017,4,B5,4
Terebellides benedi,C4C,2,2017,4,C4,8
Terribellides kozloffi,B5B,1,2017,4,B5,4
Terribellides kozloffi,C4C,1,2017,4,C4,4
Terribellides stroemi,A7B,1,2017,1,A7,1
Terribellides stroemi,E3A,1,2017,4,E3,4
Tubificidae,E3B,1,2017,4,E3,4
Turbellaria,E4A,1,2017,4,E4,4
—ßekkt,C4A,8,2016,4,C4,32
—ßekkt,C4B,8,2016,4,C4,32
—ßekkt,E4C,1,2016,1,E4,1
—ßekkt,E4C,6,2016,4,E4,24
Abra nitida,B8C,10,2016,4,B8,40
Abra nitida,E3C,1,2016,4,E3,4
Abra nitida,E4A,1,2016,1,E4,1
Abra nitida,E4C,1,2016,4,E4,4
Abra prismatica,C4B,1,2016,4,C4,4
Acanthocardia tuberculata,E4C,1,2016,4,E4,4
Ampharetidae sp,A7C,1,2016,4,A7,4
Amphipoda,B8B,3,2016,4,B8,12
Amphipoda,C4B,1,2016,4,C4,4
Amphipoda,C4C,1,2016,4,C4,4
Amphipoda,E3C,1,2016,4,E3,4
Amphipoda,E4A,6,2016,4,E4,24
Amphipoda,E4B,1,2016,1,E4,1
Amphipoda,E4B,11,2016,4,E4,44
Amphipoda,E4C,3,2016,4,E4,12
Amphipoda sp,A7B,1,2016,4,A7,4
Amphitrite cirrata,E3C,1,2016,1,E3,1
Arctica islandica,A7C,3,2016,4,A7,12
Arctica islandica,B5C,1,2016,4,B5,4
Arctica islandica,B8A,2,2016,4,B8,8
Arctica islandica,B8B,5,2016,4,B8,20
Arctica islandica,B8C,5,2016,4,B8,20
Arctica islandica,C4B,1,2016,1,C4,1
Arctica islandica,E3C,1,2016,4,E3,4
Arctica islandica,E4B,2,2016,4,E4,8
Aricidea,B8A,2,2016,4,B8,8
Aricidea suecica,A7B,1,2016,4,A7,4
Aricidea suecica,A7C,3,2016,4,A7,12
Aricidea suecica,B5A,3,2016,4,B5,12
Aricidea suecica,B8B,1,2016,4,B8,4
Aricidea suecica,C4B,4,2016,4,C4,16
Aricidea suecica,E3A,2,2016,4,E3,8
Aricidea suecica,E3B,1,2016,4,E3,4
Aricidea suecica,E3C,3,2016,4,E3,12
Aricidea suecica,E4A,1,2016,4,E4,4
Balanus balanus,E4B,1,2016,1,E4,1
Bandormur,A7C,1,2016,1,A7,1
Bandormur,A7C,6,2016,4,A7,24
Bivalvia,B8A,2,2016,4,B8,8
Bivalvia,B8B,2,2016,4,B8,8
Bivalvia,B8C,4,2016,1,B8,4
Bivalvia,E3B,2,2016,4,E3,8
Bivalvia,E4A,3,2016,1,E4,3
Bivalvia,E4B,1,2016,1,E4,1
Campanulariidae,E4B,1,2016,4,E4,4
Capitella capitata,A7A,1,2016,4,A7,4
Capitella capitata,A7B,1,2016,4,A7,4
Capitella capitata,A7B,3,2016,1,A7,3
Capitella capitata,E3A,1,2016,4,E3,4
Capitella capitata,E4C,1,2016,4,E4,4
Capitellidae,B5B,1,2016,4,B5,4
Capitellidae,B8B,1,2016,4,B8,4
Capitellidae,E4B,1,2016,1,E4,1
Capitellidae sp,A7C,3,2016,4,A7,12
Cardiidae,A7C,1,2016,1,A7,1
Cardium,B5C,1,2016,4,B5,4
Chaetozone setosa,A7C,1,2016,1,A7,1
Chaetozone setosa,B5A,7,2016,4,B5,28
Chaetozone setosa,B5B,3,2016,4,B5,12
Chaetozone setosa,C4A,5,2016,4,C4,20
Chaetozone setosa,C4B,4,2016,4,C4,16
Chaetozone setosa,C4C,3,2016,4,C4,12
Chaetozone setosa,E3A,1,2016,4,E3,4
Chaetozone setosa,E3B,8,2016,4,E3,32
Chaetozone setosa,E3C,1,2016,1,E3,1
Chaetozone setosa,E4A,3,2016,4,E4,12
Chaetozone setosa,E4B,3,2016,4,E4,12
Chaetozone setosa,E4C,2,2016,1,E4,2
Chaetozone setosa,E4C,3,2016,4,E4,12
Cirratulidae,B5B,1,2016,4,B5,4
Cirratulidae,C4B,3,2016,4,C4,12
Cirratulidae,C4C,1,2016,4,C4,4
Cirratulidae,E3C,1,2016,1,E3,1
Cirratulus cirratus,E4B,2,2016,1,E4,2
Cirratulus cirratus,E4C,1,2016,4,E4,4
Cistenides granulata,C4A,2,2016,4,C4,8
Cistenides hyperborea,E3A,1,2016,4,E3,4
Cossura longocirrata,A7A,1,2016,4,A7,4
Cossura longocirrata,A7B,4,2016,4,A7,16
Cossura longocirrata,A7C,1,2016,4,A7,4
Cossura longocirrata,B5A,2,2016,4,B5,8
Cossura longocirrata,B5B,3,2016,4,B5,12
Cossura longocirrata,B8A,1,2016,4,B8,4
Cossura longocirrata,E3A,2,2016,4,E3,8
Cossuridae,E3B,2,2016,4,E3,8
Crassicorophium bonellii,A7B,1,2016,4,A7,4
Crassicorophium bonellii,A7C,1,2016,4,A7,4
Crassicorophium bonellii,E3A,2,2016,4,E3,8
Crassicorophium bonellii,E3C,3,2016,4,E3,12
Crassicorophium bonellii,E4C,2,2016,4,E4,8
Cumacea,E4A,1,2016,4,E4,4
Cumacea,E4B,1,2016,4,E4,4
Dorvilleidae,B8A,1,2016,4,B8,4
Ennucula tenuis,B5B,1,2016,4,B5,4
Ennucula tenuis,B5C,7,2016,4,B5,28
Ennucula tenuis,B8B,3,2016,4,B8,12
Ennucula tenuis,B8C,3,2016,4,B8,12
Eteone longa,A7C,1,2016,1,A7,1
Eteone longa,B8B,2,2016,4,B8,8
Eteone longa,C4A,4,2016,4,C4,16
Eteone longa,C4B,1,2016,4,C4,4
Eteone longa,E3B,1,2016,4,E3,4
Eteone longa,E3C,1,2016,1,E3,1
Eteone longa,E4A,4,2016,4,E4,16
Eteone longa,E4B,2,2016,1,E4,2
Eteone longa,E4B,7,2016,4,E4,28
Eteone longa,E4C,1,2016,1,E4,1
Eteone longa,E4C,2,2016,4,E4,8
Eunoe nodosa,E4B,2,2016,4,E4,8
Eunoe nodosa,E4C,1,2016,4,E4,4
Foraminifera,B5A,3,2016,1,B5,3
Foraminifera,B5A,4,2016,1,B5,4
Foraminifera,B5A,8,2016,4,B5,32
Foraminifera,B5C,13,2016,1,B5,13
Foraminifera,B8A,2,2016,4,B8,8
Foraminifera,B8A,11,2016,1,B8,11
Foraminifera,E3C,3,2016,1,E3,3
Foraminifera,E4A,1,2016,4,E4,4
Gattyana cirrhosa,E3A,1,2016,4,E3,4
Götungar,A7A,2,2016,1,A7,2
Götungar,A7A,6,2016,4,A7,24
Götungar,A7B,25,2016,4,A7,100
Götungar,A7C,2,2016,1,A7,2
Götungar,A7C,2,2016,4,A7,8
Harmothoe imbricata,E4B,1,2016,1,E4,1
Harmothoe imbricata,E4B,1,2016,4,E4,4
harpacticoida,B8A,3,2016,4,B8,12
Harpacticoida,A7C,2,2016,4,A7,8
